org_name,n_records,normalized,legacy_cik,resolved_cik,method,grade,legacy_vs_resolved,evidence
T-Mobile USA Inc,2,T MOBILE USA,1283699,,EXACT_AMBIGUOUS,AMBIGUOUS,NEWLY-EXCLUDED,"Candidates: 1097609 (T MOBILE USA) | 1578078 (T-MOBILE USA, INC.) || legacy ticker: TMUS"
T-Mobile USA Inc.,4,T MOBILE USA,1283699,,EXACT_AMBIGUOUS,AMBIGUOUS,NEWLY-EXCLUDED,"Candidates: 1097609 (T MOBILE USA) | 1578078 (T-MOBILE USA, INC.) || legacy ticker: TMUS"
"T-Mobile USA, Inc.",19,T MOBILE USA,1283699,,EXACT_AMBIGUOUS,AMBIGUOUS,NEWLY-EXCLUDED,"Candidates: 1097609 (T MOBILE USA) | 1578078 (T-MOBILE USA, INC.) || legacy ticker: TMUS"
"T-Mobile, USA",1,T MOBILE USA,1283699,,EXACT_AMBIGUOUS,AMBIGUOUS,NEWLY-EXCLUDED,"Candidates: 1097609 (T MOBILE USA) | 1578078 (T-MOBILE USA, INC.) || legacy ticker: TMUS"
"T. Rowe Price Retirement Plan Services, Inc.",2,T ROWE PRICE RETIREMENT PLAN SERVICES,1113169,1387793.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,"EDGAR name: T. ROWE PRICE RETIREMENT PLAN SERVICES, INC."
"T.R.A. Industries, Inc.",1,T R A INDUSTRIES,1324404,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
TALX Corporation,6,TALX,101829,917524.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,EDGAR name: TALX CORP
"TDC Financial, Inc.",1,TDC FINANCIAL,713676,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Tedder Industries, LLC",1,TEDDER INDUSTRIES,1324404,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
The Boeing Company,1,BOEING,12927,12927.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: BOEING CO
The Delta Companies,1,DELTA COMPANIES,27904,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
The EstÃ©e Lauder Companies Inc.,3,ESTÃ E LAUDER COMPANIES,1001250,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
The Hershey Company,1,HERSHEY,47111,47111.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: HERSHEY CO
The Home Depot,1,HOME DEPOT,354950,354950.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: HOME DEPOT INC
The J.M. Smucker Company,1,J M SMUCKER,91419,,EXACT_AMBIGUOUS,AMBIGUOUS,NEWLY-EXCLUDED,"Candidates: 91419 (J M SMUCKER CO, SJM) | 1532058 (J.M. SMUCKER LLC) | 1553211 (J.M. SMUCKER CO) || legacy ticker: SJM"
"The Mosaic Tile Company of Virginia, Inc.",1,MOSAIC TILE OF VIRGINIA,1285785,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
The Walt Disney Company,1,WALT DISNEY,1744489,,EXACT_AMBIGUOUS,AMBIGUOUS,NEWLY-EXCLUDED,"Candidates: 926480 (WALT DISNEY CO) | 1001039 (DC HOLDCO INC) | 1744489 (TWDC HOLDCO 613 CORP, DIS) || legacy ticker: DIS"
"The iRemedy Healthcare Companies, Inc.",1,IREMEDY HEALTHCARE COMPANIES,1932393,1691249.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,"EDGAR name: IREMEDY HEALTHCARE COMPANIES, INC."
Time Warner Inc.,4,TIME WARNER,1755336,,EXACT_AMBIGUOUS,AMBIGUOUS,NEWLY-EXCLUDED,Candidates: 736157 (TIME WARNER COMPANIES INC) | 1021387 (HISTORIC TW INC) | 1105705 (AOL TIME WARNER INC) || legacy ticker: WBD
TimeWarner,1,TIMEWARNER,1755336,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Tri Delta,1,TRI DELTA,27904,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Truly Nolen of America, Inc.",1,TRULY NOLEN OF AMERICA,70858,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Twilio,2,TWILIO,1447669,1447669.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: TWILIO INC
"Twitter, Inc.",1,TWITTER,1418091,1418091.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: TWITTER INC
"Tyler Technologies, Inc.",1,TYLER TECHNOLOGIES,860731,860731.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: TYLER CORP /NEW/
"US Claims Capital, LLC",1,US CLAIMS CAPITAL,927628,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"USA Waste-Management Resources, LLC",6,USA WASTE MANAGEMENT RESOURCES,823768,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Uber,2,UBER,1543151,1431473.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,EDGAR name: UBER INC
Uber Technologies,1,UBER TECHNOLOGIES,1543151,1543151.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,"EDGAR name: UBER TECHNOLOGIES, INC"
Uber Technologies Inc,2,UBER TECHNOLOGIES,1543151,1543151.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,"EDGAR name: UBER TECHNOLOGIES, INC"
Uber Technologies Inc.,2,UBER TECHNOLOGIES,1543151,1543151.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,"EDGAR name: UBER TECHNOLOGIES, INC"
"Uber Technologies, Inc.",23,UBER TECHNOLOGIES,1543151,1543151.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,"EDGAR name: UBER TECHNOLOGIES, INC"
United Airlines,1,UNITED AIRLINES,100517,319687.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,EDGAR name: CONTINENTAL AIRLINES INC /DE/
"VMware, Inc.",1,VMWARE,1124610,1124610.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: VMWARE LLC
Vance Street Capital,1,VANCE STREET CAPITAL,927628,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Verizon,7,VERIZON,732712,732712.0,REASONING_HIGH,VERIFIED-REASONING,SAME,SEC EDGAR: Verizon Communications Inc. parent | EDGAR-confirmed
Verizon Communications,1,VERIZON COMMUNICATIONS,732712,732712.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: BELL ATLANTIC CORP
Verizon Communications Inc,1,VERIZON COMMUNICATIONS,732712,732712.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: BELL ATLANTIC CORP
Verizon Communications Inc.,6,VERIZON COMMUNICATIONS,732712,732712.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: BELL ATLANTIC CORP
Verizon Corporate Services Group Inc.,1,VERIZON CORPORATE SERVICES GROUP,732712,732712.0,REASONING_HIGH,REVIEW,SAME,SEC EDGAR (HIGH): Verizon operating subsidiary | NOT independently confirmed
Verizon Media,2,VERIZON MEDIA,732712,732712.0,REASONING_HIGH,REVIEW,SAME,SEC EDGAR (HIGH): Verizon Media (acquired Yahoo/AOL assets) | NOT independently confirmed
Vmware Inc,1,VMWARE,1124610,1124610.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: VMWARE LLC
"Volkswagen Group of America, Inc.",1,VOLKSWAGEN GROUP OF AMERICA,70858,1834695.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,"EDGAR name: VOLKSWAGEN GROUP OF AMERICA, INC."
Vulcan Industries,1,VULCAN INDUSTRIES,1324404,1260451.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,EDGAR name: VULCAN INDUSTRIES INC
W.W. Grainger Inc.,1,W W GRAINGER,277135,,EXACT_AMBIGUOUS,AMBIGUOUS,NEWLY-EXCLUDED,"Candidates: 277135 (GRAINGER W W INC, GWW) | 1170725 (W W GRAINGER INC) || legacy ticker: GWW"
"W.W. Grainger, Inc.",2,W W GRAINGER,277135,,EXACT_AMBIGUOUS,AMBIGUOUS,NEWLY-EXCLUDED,"Candidates: 277135 (GRAINGER W W INC, GWW) | 1170725 (W W GRAINGER INC) || legacy ticker: GWW"
WERCS d/b/a Wyoming Financial Group,1,WERCS D B A WYOMING FINANCIAL GROUP,713676,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"WM Waste Management, Inc.",2,WM WASTE MANAGEMENT,823768,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Wabtec Corporation,2,WABTEC,943452,943452.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: WABTEC CORP
"Warn Industries, Inc.",1,WARN INDUSTRIES,1324404,1984463.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,"EDGAR name: WARN INDUSTRIES, INC."
Warner Bros. Distributing Inc.,1,WARNER BROS DISTRIBUTING,1755336,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Warner Music Group,5,WARNER MUSIC GROUP,1755336,,EXACT_AMBIGUOUS,AMBIGUOUS,NEWLY-EXCLUDED,"Candidates: 1309952 (WARNER MUSIC GROUP INC) | 1319161 (WARNER MUSIC GROUP CORP., WMG) || legacy ticker: WBD"
Warner Music Group Corp,1,WARNER MUSIC GROUP,1755336,,EXACT_AMBIGUOUS,AMBIGUOUS,NEWLY-EXCLUDED,"Candidates: 1309952 (WARNER MUSIC GROUP INC) | 1319161 (WARNER MUSIC GROUP CORP., WMG) || legacy ticker: WBD"
"Warner Music, Inc.",1,WARNER MUSIC,1755336,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Western Union Financial Services, Inc.",1,WESTERN UNION FINANCIAL SERVICES,713676,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Wiedenbach Brown,1,WIEDENBACH BROWN,79282,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
WillScot Mobile Mini Holdings Corp.,1,WILLSCOT MOBILE MINI HOLDINGS,1283699,1647088.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,EDGAR name: DOUBLE EAGLE ACQUISITION CORP.
"Window to the World Communications, Inc.",1,WINDOW TO WORLD COMMUNICATIONS,1034054,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Woodward Communications, Inc.",2,WOODWARD COMMUNICATIONS,1034054,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Workday Inc.,1,WORKDAY,1327811,1327811.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: NORTH TAHOE POWER TOOLS INC
"Worthen Industries, Inc.",3,WORTHEN INDUSTRIES,1324404,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Xerox Corporation,1,XEROX,101829,108772.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,EDGAR name: XEROX CORP
"Xerox State Healthcare, LLC",2,XEROX STATE HEALTHCARE,1932393,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
Yahoo,1,YAHOO,1011006,,EXACT_AMBIGUOUS,AMBIGUOUS,NEWLY-EXCLUDED,"Candidates: 1011006 (ALTABA INC.) | 1426140 (YAHOO INC) | 1962736 (YAHOO, INC.) || legacy ticker: YHOO"
Yahoo Inc.,2,YAHOO,1011006,,EXACT_AMBIGUOUS,AMBIGUOUS,NEWLY-EXCLUDED,"Candidates: 1011006 (ALTABA INC.) | 1426140 (YAHOO INC) | 1962736 (YAHOO, INC.) || legacy ticker: YHOO"
Yahoo! Inc.,2,YAHOO,1011006,,EXACT_AMBIGUOUS,AMBIGUOUS,NEWLY-EXCLUDED,"Candidates: 1011006 (ALTABA INC.) | 1426140 (YAHOO INC) | 1962736 (YAHOO, INC.) || legacy ticker: YHOO"
Yahoo! Voices,1,YAHOO VOICES,1011006,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"Yahoo, Inc.",1,YAHOO,1011006,,EXACT_AMBIGUOUS,AMBIGUOUS,NEWLY-EXCLUDED,"Candidates: 1011006 (ALTABA INC.) | 1426140 (YAHOO INC) | 1962736 (YAHOO, INC.) || legacy ticker: YHOO"
"Yum! Brands, Inc.",2,YUM BRANDS,1041061,1041061.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: TRICON GLOBAL RESTAURANTS INC
Zscaler Inc.,1,ZSCALER,1713683,1713683.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,"EDGAR name: ZSCALER, INC."
"Zscaler, Inc.",1,ZSCALER,1713683,1713683.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,"EDGAR name: ZSCALER, INC."
iHeart Media Inc,1,IHEART MEDIA,1437107,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
"iHeartMedia + Entertainment, Inc.",5,IHEARTMEDIA ENTERTAINMENT,1437107,1457738.0,EXACT_UNAMBIGUOUS,VERIFIED,CORRECTED,"EDGAR name: CLEAR CHANNEL BROADCASTING, INC."
"oneZero Financial Systems, LLC",1,ONEZERO FINANCIAL SYSTEMS,713676,,NO_MATCH,EXCLUDED-UNRESOLVED,NEWLY-EXCLUDED,"No EDGAR exact match, no reasoning-pass entry (FISC precedent: exclude unless Gate 1 overturns)"
salesforce.com,1,SALESFORCE COM,1108524,1108524.0,EXACT_UNAMBIGUOUS,VERIFIED,SAME,EDGAR name: SALESFORCE COM INC
